motif_id,title,description
f56a,Shavings into the fire,"To create opportunity to see female genitals, a man throws something combustible into the fire which makes the woman fall on her back and expose her vagina"
f58,Trickster and women,A man cohabits with a group of women (or with several women in succession) concealing his identity and/or intentions. He is either eventually exposed and punished by women or escapes to continue his tricks
f59,Man to woman: modified body,"To make believe that he is a female, a trickster transforms particular objects or creatures into female body parts or into a baby child"
f5a,Woman created from a tail,"When God intends to create Eve from Adam’s rib, an animal (dof, cat, monkey, fox, snake) or a devil steals it. God (or his angel) pursues it and catches its tail. The tail tears off, God creates Eve from it. Or God made Eve from edible material and a dog devoured it, so God had to make Eve from Adam’s rib. Or God cut off Adam’s tail and made Eve from it."
f5b,Artificial bride,"Person has to give his daughter or sister in marriage. Having no woman to suggest or not wanting to give her, he makes artificial girl (of wood, snow, etc.), sends servant girl instead daughter, turns into woman himself, or recognizes his fault when he feels that it is save to do so"
f6,Gouged our vagina,Woman has no vagina and it is later made by bird or animal
f60,Trickster cures maiden,A girl gets sick. A man comes to cure her but only copulates with her or makes an attempt to do so
f61,Trickster rapes a woman who carries him on her back,"A man pretends to be weak, ill or injured, asks a woman to carry him on her back. When she agrees, he makes attempt to copulate with her"
f62,Incognito at the dancing party,An (ostensibly) sick person remains at home when other go to the dancing party. The person comes by himself or herself looking like a handsome man or beautiful girl. The man (woman) does not recognize him (her) and suggests to make love
f63,Trickster poses as woman and marries man,"A male person turns into woman and marries a man. He is either unmasked or abandons his ""husband"" by his own will"
f64,The lecherous parent,Person changes his or (rare) her guise to marry his or her close relative in descending or (rare) ascending line
f64a,Describes future husband,"Going away or pretending to die, a person bids his or her relative to marry another person who resembles him (her) or has some special traits; or he describes a man who should be met as a dear guest; person comes himself unrecognized and is taken for one whom he had described"
f64b,Incestuous woman,"A woman pretends to be a stranger to have sexual relations with her (grand)son, daughter or brother"
f65,The false burial,"To realize his or her secret desire (illicit sex, refusal to share food with relations), person pretends to die and is abandoned at a burial place"
f65a,Death feigned to meet paramour,Person pretends to die. His or her wife or husband abandons him or her on a burial place. He or she marries his or her paramour
f65b,Death feigned to eat burial food,Man pretends to die because he does not want to share food with the others and eats it alone at his burial place
f65c,The feigned burial: boy exposes deceit,"A man feigns death to marry his daughter or to eat burial food. One of the younger children recognizes the (adoptive) father or gets to see that the false dead is alive (escapes from the burial pyre, laughs, etc.)"
f65d,The feigned burial: wife does not believe,"A man feigns death and is abandoned at the burial place. His wife (mother, aunt) gets to know about the deceit and provokes the man to show that he is alive"
f66,The false house,"Person’s father, grandson, brother, or sister pretends to be a stranger to commit incest (accordingly with the daughter, grandmother, sister, or brother), or a husband shams to be his wife’s brother because he wants to be taken by her as her blood relative. To realize his or her stratagem, the hero imperceptibly runs to another house where the object of his or her interest later comes and takes him or her for a stranger"
f67,Old woman pretends to be man,"An old woman makes herself false penis and testicles, marries or attempts to marry her (step)daughter"
f68,Death feigned: woman dresses up as a man,"A woman pretends to die or really dies. Her (former) paramour comes to her grave. She revives and goes with him. Not to be recognized, she dresses up as a man"
f69,Obscene invitation,"A woman's husband or male relative asks her (grand)children to invite her to make love with him. The invitation is expressed in an allegoric form. She understands, comes to him"
f7,The water-maiden,"Man takes or attempts to take a wife who is connected with the underwater world (fish, crab, snake, water animal and the like)"
f70,Potiphar's wife: false accusation of sexual abuse,"Woman makes vain overtures to young man and/or falsely accuses him of sexual abuse. Her husband believes that the young man is guilty, kills or tries to kill him"
